302 5377
287 225 5343
225 9 1867
108 106 1953
103 83 4281
42 23 4967
198 129 8414
275 82 1666
277 19 793
108 190 5498
91 295 8402
45 29 3905
119 20 3507
84 292 9280
26 62 8420
196 280 5556
71 151 6444
167 77 4853
270 284 1009
1 215 1660
141 216 7757
240 277 1409
104 230 9445
33 256 1747
292 211 6660
62 269 4440
211 220 4781
44 238 3621
28 65 8456
217 139 7180
213 12 6213
243 16 3891
109 42 3688
215 97 7660
169 189 9191
226 112 1633
234 125 9628
214 256 3271
16 106 8179
81 127 7696
246 78 202
11 216 7261
142 279 9326
81 290 2348
43 103 1531
22 77 8675
131 9 5884
204 135 4270
244 111 4158
171 201 5161
189 64 526
261 212 3325
120 150 863
166 134 5097
277 294 7223
269 189 1858
18 145 9711
227 296 585
97 260 644
223 270 5615
162 137 9628
280 285 3754
138 10 9126
101 112 1088
51 300 3542
59 91 240
205 170 3148
251 28 2629
57 176 7478
82 297 3839
42 91 8220
13 143 4490
159 50 4940
137 10 2793
165 103 4033
29 149 2903
183 285 195
70 283 6521
142 119 6518
193 88 2959
257 85 646
230 91 8060
43 203 3147
93 295 9373
128 92 7020
193 34 7079
283 292 4383
155 279 4806
272 214 4730
174 77 5776
293 15 3465
6 214 447
84 254 3103
183 203 5196
217 114 3102
52 47 5882
269 166 2382
76 26 3018
156 49 1150
190 296 6697
295 20 3268
49 40 551
96 155 1815
175 141 7660
263 52 9828
75 78 6797
5 271 8722
118 292 624
248 271 9236
176 72 869
36 20 5377
29 219 2540
7 212 2554
6 158 4859
158 95 2776
163 44 3205
152 93 8063
97 9 8222
184 241 2804
259 171 4614
113 109 1741
235 93 1047
162 271 2649
272 261 7049
198 119 7363
204 229 6787
127 243 6123
46 103 6042
176 175 5304
291 99 5720
103 225 6327
11 1 6438
147 278 2904
48 263 8811
272 251 604
208 29 8120
147 130 8047
265 204 2640
150 32 2044
264 33 4128
17 239 8927
237 112 3382
176 83 2485
156 164 1791
218 85 2150
287 98 2227
284 277 1774
148 257 7424
242 93 3570
80 113 9809
261 195 5928
178 208 2940
70 167 3157
161 297 1943
134 88 5648
27 219 2781
136 88 3262
224 198 9513
295 195 9317
51 19 7650
112 288 555
267 9 4276
106 131 6011
48 133 3515
84 117 8503
166 268 387
158 92 3577
35 184 5929
147 50 3258
280 21 1376
261 96 323
302 118 6707
65 302 8521
163 50 7073
77 35 8285
293 190 6925
279 23 5733
198 284 6310
276 10 2420
208 88 645
4 3 1915
81 120 8797
106 255 9194
187 107 1027
44 64 6285
122 34 2110
52 34 1881
56 61 1750
11 89 4153
291 114 109
241 175 1845
95 56 2009
237 101 4377
105 174 1457
278 173 8990
252 115 4216
133 210 9270
35 147 8819
35 244 733
2 134 892
208 222 8994
172 269 5243
7 220 6251
207 222 7494
285 96 4380
81 118 2509
220 83 8671
1 226 5194
47 101 8479
207 184 3949
44 77 8215
119 184 7332
104 43 8314
177 114 7011
278 214 3369
280 286 4166
237 105 7003
47 88 7895
37 110 3672
10 129 8371
134 287 7145
2 22 6952
220 52 2910
81 146 6536
145 6 2565
100 62 2426
81 185 7286
148 199 2750
274 156 1628
283 184 8161
91 208 447
281 164 715
177 287 1232
240 131 9481
14 113 7562
109 104 9172
257 250 1274
79 73 8343
51 228 2382
188 146 4099
39 270 3555
143 225 5655
39 164 5779
97 207 5906
51 262 8385
228 20 1054
210 28 5452
225 277 1407
185 127 2400
158 34 317
189 149 6185
149 261 7580
221 174 2716
94 55 687
194 229 704
12 226 3764
255 156 9566
138 284 1199
101 163 3636
153 119 8059
93 2 3179
143 115 9095
255 62 55
156 173 6483
298 215 3766
160 50 9016
65 230 8100
37 130 7421
209 256 9644
14 101 501
271 177 664
224 29 2819
243 84 5522
45 211 4585
159 296 4624
190 260 4934
255 235 9436
295 26 1384
101 42 9208
294 282 8473
282 20 8280
90 74 9761
47 23 3341
288 52 9127
155 219 8381
14 220 1106
46 58 312
234 45 799
39 274 5906
71 30 8488
112 86 2278
268 167 3695
44 123 1279
63 79 8911
63 300 302
54 250 8487
127 162 596
64 287 4612
271 257 2314
295 302 8634
157 186 7019
205 292 9342
68 59 5480
117 236 8754
13 77 7925
76 245 1829
266 41 1091
269 52 5169
58 117 6304
251 125 3879
32 78 1494
85 81 9493
202 211 4474
156 105 2743
76 70 1451
262 279 8825
90 6 1434
169 65 271
102 121 3068
96 3 3303
300 115 6136
301 95 3874
66 284 3999
50 247 7046
26 112 2322
27 36 6226
178 121 4157
291 33 4791
146 121 2001
14 60 9206
245 152 5944
214 98 9563
119 255 5198
21 105 3560
9 156 9731
281 57 6565
168 49 8690
160 180 9096
181 196 9785
270 255 4399
81 169 6380
249 192 6045
226 185 7342
258 192 9538
140 183 7142
253 183 8946
111 35 228
225 24 9366
71 276 3907
284 272 5254
64 103 264
188 112 5276
139 251 7803
55 220 3314
121 169 4867
217 93 759
260 217 617
20 39 9865
198 176 920
169 86 1863
128 51 7061
38 155 1686
95 61 8569
249 256 2100
44 22 6775
128 145 7299
42 7 5040
105 98 1450
153 278 6072
17 118 1770
55 78 5502
224 191 8013
268 209 9967
214 9 2340
121 151 7396
76 295 2720
86 262 8406
6 120 2337
36 173 5828
171 32 7621
182 268 1295
164 212 9047
290 69 600
115 132 50
297 176 5421
213 79 2400
273 181 3075
249 38 5140
73 140 6153
214 129 959
220 20 8188
101 196 5114
253 165 253
142 149 7416
210 16 2937
209 65 7971
199 63 2754
299 245 3192
218 263 8319
24 17 4539
200 158 8231
242 147 530
216 167 1415
40 237 6956
135 159 3505
234 153 703
77 10 623
76 257 2534
174 139 9087
33 48 2762
262 241 5320
117 55 8649
30 268 1213
54 8 6562
120 202 7745
205 232 2414
62 148 8059
57 237 2764
244 29 3117
280 63 5870
169 37 9283
88 258 5443
138 102 2456
236 250 6904
252 108 3796
177 66 9555
189 236 7676
278 296 202
62 229 8757
38 268 5548
2 227 4937
212 223 438
246 87 5064
200 21 2489
243 94 701
168 88 117
283 60 4625
58 220 473
32 235 7147
189 294 1857
90 204 9744
24 265 1969
233 1 8228
212 169 8031
91 140 4539
181 107 5312
166 67 1746
61 264 5934
168 294 4356
47 203 5299
61 90 3651
10 170 8957
90 149 1205
145 239 9539
54 198 6283
247 147 1388
68 205 5158
225 59 9552
118 185 4611
177 31 146
87 8 1982
289 48 7657
298 195 9912
279 77 5035
122 164 4315
213 279 9231
194 65 6741
87 206 1886
106 245 4606
140 153 7355
224 142 7363
40 10 973
161 48 6541
86 21 1526
224 43 5536
87 258 2489
206 38 657
79 27 4807
282 55 4918
112 233 7193
259 111 9434
28 77 6139
29 96 1953
72 271 1075
237 116 6367
73 157 18
214 234 3657
92 214 3010
273 256 4391
173 191 1166
179 70 8650
162 269 7250
34 280 2507
96 142 5107
245 44 5233
77 149 2821
38 156 9795
235 134 1896
155 173 6297
260 269 9504
302 281 7845
184 203 3258
144 20 7073
286 78 6956
231 209 6083
18 122 1395
276 27 6183
68 302 8465
187 54 1807
265 197 3097
5 267 1526
184 70 6544
75 125 7829
1 231 5480
61 138 7877
29 77 2098
216 284 9200
109 236 1463
16 100 8045
154 107 2366
104 182 5091
175 43 3190
168 59 1987
92 154 2187
266 119 6973
31 104 8882
39 160 6712
13 261 6933
149 117 9274
34 178 6022
251 61 1585
81 291 9484
188 144 3302
215 227 1169
6 96 772
255 192 7362
201 206 3847
173 86 727
284 242 1565
227 184 7719
178 190 4031
125 168 675
245 75 1609
29 85 918
157 40 2344
222 53 820
72 74 816
166 138 2509
1 204 7438
244 99 7170
284 183 9574
39 298 1772
149 231 7133
149 206 3383
112 82 2650
205 126 6557
45 134 2990
5 119 6295
283 10 7238
115 290 8051
201 299 9510
53 27 5571
61 295 5477
59 150 1256
68 128 5589
43 299 4722
59 18 7572
113 120 6102
71 28 8604
221 6 385
134 73 8983
101 194 7699
260 225 3425
214 246 1148
132 2 4041
288 270 7478
64 122 7971
157 212 8652
55 253 5211
54 194 2131
275 162 5328
263 87 2105
47 169 5691
289 202 6040
222 201 2576
161 35 6092
75 134 6428
205 190 257
170 156 9528
145 123 1361
78 148 5684
180 241 7667
270 117 3006
72 6 7987
117 212 3632
3 145 665
278 280 6194
44 188 8881
163 81 2842
123 71 7421
193 185 5651
92 3 9970
233 104 1703
224 104 752
28 234 6575
166 151 5057
101 123 1252
125 8 8932
154 185 6486
231 14 2855
28 194 7039
112 132 9426
54 207 3081
187 213 6821
13 39 6056
9 64 4997
173 52 4873
137 5 8750
277 74 4035
4 97 5792
153 237 9135
66 233 7709
122 138 833
124 24 851
77 192 6997
187 89 7820
62 128 3687
138 137 9771
47 93 6240
66 146 9588
273 109 9642
222 96 6040
158 44 7865
92 280 1029
46 32 3537
235 165 8628
94 16 1807
111 63 6116
88 113 9923
4 127 1430
213 265 946
267 173 8504
134 190 7140
94 257 6537
4 94 5298
126 133 1085
179 79 3085
279 183 3375
26 8 5332
300 222 7179
236 23 1722
98 259 5474
272 180 6960
128 174 7642
9 160 5347
279 110 7153
69 260 8715
95 89 6402
124 251 3090
90 165 9386
130 33 7599
213 130 5481
56 92 1654
112 107 100
159 192 912
236 4 3643
153 187 5110
157 180 7315
155 93 6592
32 202 4466
123 3 9613
277 192 3523
46 299 2897
229 173 7867
209 229 6618
141 249 243
87 181 2721
172 37 8215
97 77 5805
97 131 6664
119 232 6072
151 209 5468
122 188 9857
134 159 2632
87 130 1201
213 105 1366
217 278 8210
301 269 5383
154 293 5806
163 154 3460
24 249 5789
130 116 5823
18 86 4044
63 168 4204
273 228 6135
268 191 5140
278 129 1117
1 2 8727
268 134 8899
267 258 112
232 145 8387
171 50 3191
21 219 5940
92 257 5242
218 233 3906
79 238 7760
193 24 8715
239 237 9351
59 34 3355
59 221 217
279 177 274
60 295 4172
264 125 7212
172 20 7884
75 7 6229
36 175 6603
187 227 7116
25 291 4468
296 130 4021
267 178 5390
53 192 7897
89 16 5726
275 146 5714
237 4 8974
274 241 7817
157 14 6622
180 226 8308
87 299 5187
128 148 24
76 73 6398
47 18 3979
171 196 5435
11 139 9984
236 264 8459
244 143 7439
257 283 2222
160 33 17
80 100 1163
271 175 758
37 13 1313
86 198 795
49 279 9724
302 32 3754
59 277 3515
57 98 5776
14 293 4129
216 27 5691
197 288 2874
286 29 7042
205 149 2833
241 147 3649
151 22 8945
272 92 4779
192 302 9257
138 12 1313
194 202 5006
270 38 9239
10 269 9770
20 92 488
273 68 7316
22 268 9671
92 297 2352
247 251 830
258 37 8051
251 62 5757
238 182 3049
102 278 9058
73 163 3625
222 231 2843
151 7 3684
244 131 3622
238 268 548
149 57 1959
24 232 549
198 297 7398
302 252 9394
7 41 2730
11 145 349
32 220 2217
245 189 5390
78 226 9671
30 253 1750
69 136 9182
190 46 9484
226 197 7278
23 189 9598
126 223 2575
34 194 2619
58 226 613
34 242 4086
231 249 7249
15 168 8621
188 74 185
300 259 5890
109 53 2506
118 133 869
219 260 1514
241 43 1234
27 161 1148
90 30 1861
124 153 1309
214 260 6784
158 206 968
73 46 3364
233 155 6560
107 80 9327
222 265 3957
17 141 6249
41 265 5554
226 268 9212
273 229 6488
102 79 607
113 49 5374
5 148 8232
290 291 2191
174 97 370
21 163 9574
10 27 5856
145 204 7224
244 78 8358
144 291 7969
274 283 7386
182 132 2503
33 249 7265
52 80 7627
84 233 6020
81 78 75
142 225 63
51 100 5991
189 172 8890
69 110 4409
183 110 4796
260 247 3969
73 14 6257
265 39 5517
72 300 7367
297 9 8284
216 267 8999
33 200 8124
275 63 9638
165 194 3066
180 277 3035
111 103 4560
140 162 5201
5 257 2529
245 165 2165
51 182 847
4 279 1323
114 112 5175
254 272 8235
132 57 1902
209 222 4693
244 46 656
263 284 434
291 6 6147
285 39 5104
152 20 9736
18 24 5952
244 227 7979
54 128 3266
115 146 5854
176 140 2946
263 40 7853
181 146 5833
144 194 5764
273 226 6152
254 94 2992
217 87 332
51 254 8559
120 165 1375
260 24 1720
181 153 2788
65 107 8005
247 45 3604
65 52 6954
63 48 7289
281 72 2358
173 33 6127
112 263 1739
211 253 813
94 154 7
176 151 4630
185 56 2747
144 239 4652
18 263 2964
187 237 1766
63 198 3946
1 216 2630
276 101 8266
281 19 5602
287 227 3585
6 281 3436
198 50 8175
93 266 6148
19 57 2441
258 95 9851
155 34 2006
114 106 7974
246 6 2216
34 223 8497
5 259 9053
258 221 3475
135 154 5537
32 152 2227
96 81 1983
66 215 2084
37 288 407
119 239 6962
214 229 628
66 38 7736
299 86 665
138 159 2518
113 89 7611
30 259 683
183 56 3127
92 5 6688
265 156 7250
248 50 7623
183 230 261
259 206 7552
102 198 163
71 130 3241
127 255 1364
124 185 9547
114 84 3017
228 38 9333
9 90 4895
140 295 5860
283 57 2891
176 215 3488
269 46 9429
247 209 9864
196 11 4244
187 206 5778
176 53 9431
42 60 1699
216 291 4564
40 29 1013
72 120 9029
41 140 469
154 87 228
189 255 2582
189 97 8169
114 11 7277
178 272 769
133 206 5076
142 133 1943
44 9 1840
212 133 9864
57 95 5356
13 42 5989
12 34 5262
78 231 472
188 32 5660
265 230 7811
217 271 9101
226 279 850
157 79 5289
26 228 5474
247 269 9751
80 292 5589
126 123 8179
249 288 5571
128 133 7153
118 157 5259
147 203 6331
128 116 2965
152 164 5829
252 169 7488
232 88 7350
144 210 205
16 109 6714
242 89 8334
53 203 4281
126 284 165
69 93 3053
120 276 3972
32 231 239
208 239 4682
39 119 3083
80 147 1864
175 276 4990
26 125 5538
293 145 7897
59 247 5524
139 151 3872
190 118 4722
68 295 310
260 231 3126
158 271 2221
16 145 6905
138 228 1090
183 195 6119
246 268 7480
189 158 5870
299 39 4814
290 276 8631
115 214 6750
158 262 7636
259 149 5421
230 117 1109
28 132 886
296 144 7652
159 237 1665
275 85 6626
180 132 792
84 70 3372
10 59 3112
35 33 8813
175 147 286
209 20 5683
215 175 6536
302 191 3832
125 110 1217
135 105 9249
205 277 2011
215 241 4052
175 113 8639
201 218 9567
101 254 1142
114 183 396
276 86 9620
269 24 2429
74 153 2042
302 67 2161
205 300 9288
241 142 3474
263 155 3348
184 185 753
85 236 5326
201 129 6828
181 66 7327
288 58 6484
260 17 9503
226 111 7346
214 292 8875
268 18 5129
41 58 27
122 127 1255
56 214 5952
209 22 8116
282 129 8177
216 299 7719
226 244 2800
54 226 8274
200 56 2995
165 130 1069
37 113 1181
35 154 3561
85 204 8991
286 88 7716
178 300 5537
191 247 5451
223 257 6925
26 269 5724
260 280 3112
168 105 8619
132 84 3922
286 59 71
197 244 9493
88 105 8938
201 219 489
27 42 6934
13 85 8691
54 218 3998
191 149 8637
91 61 2997
130 118 7448
92 202 9918
282 212 9719
189 153 6572
235 166 7823
139 141 6497
238 98 3141
145 79 4587
262 116 4350
55 178 202
110 8 756
220 163 5442
15 75 1042
57 260 5087
85 228 9101
213 119 6936
140 143 5087
80 254 8726
46 223 7570
204 278 9366
245 173 4723
7 229 3274
262 54 4561
43 142 4276
235 120 6622
190 225 9722
154 192 7241
180 38 9030
123 205 8835
223 266 2454
52 69 1331
157 38 1825
294 122 9346
242 66 7535
15 181 5145
262 174 370
49 92 511
207 189 3544
94 256 4111
272 267 4297
90 79 1230
231 191 767
63 174 1635
265 117 8489
255 256 665
2 203 5844
243 246 4110
48 56 5863
113 195 6735
17 192 9329
130 184 5848
211 12 4610
136 14 904
87 204 7835
68 209 1446
235 232 7405
247 276 3786
279 184 1043
34 139 5456
96 61 8858
23 259 4939
122 7 9062
58 143 344
200 214 7496
69 263 9700
156 130 7759
55 265 381
164 206 5558
84 15 2003
90 138 5569
27 284 6157
108 178 535
16 211 8472
218 199 4586
160 116 207
245 187 3060
10 215 5476
292 117 5182
276 106 2955
90 254 961
131 19 8083
250 238 7081
180 16 6274
155 127 9673
100 262 100
31 294 7245
183 59 8520
158 30 9135
19 151 3840
261 26 5561
204 53 6204
46 179 5917
133 286 3505
64 275 7610
229 157 9897
183 84 641
145 281 8845
62 258 1588
132 260 4774
194 215 455
156 81 4605
187 11 1746
59 275 3930
221 48 4128
110 130 9915
216 200 962
250 120 139
49 275 2431
275 16 5770
83 221 712
214 12 2996
210 14 4029
9 142 6559
27 94 8741
55 107 3654
147 166 656
49 263 1045
127 248 3908
208 58 7348
158 118 7595
75 221 2967
39 76 5663
69 287 3400
300 133 2581
233 195 5637
49 247 4578
5 185 2497
94 240 802
237 236 8165
245 162 3145
100 69 7998
224 167 602
126 135 4877
70 270 1308
252 275 5371
237 100 7805
223 6 8158
115 42 4244
252 196 2060
286 158 1163
262 163 1905
92 211 7826
112 89 5653
172 245 1493
127 294 9
241 251 9286
65 75 1099
144 248 1633
213 269 7550
258 115 6400
181 86 3941
66 105 4403
271 218 3612
88 270 1934
299 218 8931
271 245 7199
261 34 9072
83 231 9736
105 124 5006
29 200 4091
280 13 7220
252 147 2982
262 161 1946
190 257 1057
224 63 9823
64 82 6935
11 28 3577
12 156 8127
18 290 8233
55 195 1431
158 174 8674
54 57 813
186 266 1082
144 12 2608
74 201 5624
36 19 7549
34 17 8780
168 181 7354
148 299 4310
278 140 954
201 255 5741
202 8 390
15 294 4933
179 107 8465
10 58 2270
184 55 9338
3 283 4979
194 72 2524
275 263 9821
91 283 4965
129 145 7693
122 283 4528
94 101 1577
104 35 4817
162 177 215
182 150 4972
143 138 7395
232 35 1171
51 103 3082
136 193 5992
81 110 8015
20 291 7169
63 185 7983
302 47 2003
155 202 2322
54 182 8890
229 41 7953
144 87 9042
99 44 9434
242 298 8584
4 275 6582
160 186 8773
139 163 3654
218 248 8693
17 181 8253
191 30 5825
232 191 4627
198 207 2118
274 95 6157
83 60 3727
249 172 2205
237 161 2040
249 161 6212
122 291 6597
287 202 4068
116 49 9451
272 12 9482
187 279 4079
218 62 9299
130 66 1601
264 107 7170
9 167 8525
20 25 4035
203 160 5082
75 35 9760
289 228 8666
57 209 6840
299 75 2449
103 24 9953
274 266 5389
118 101 6199
51 24 8607
39 222 1534
165 88 804
38 263 5712
25 55 9302
223 267 6479
191 272 2960
186 51 872
219 173 2360
236 181 2523
42 50 4283
112 154 2420
52 145 8626

